texto_review,sentimento
"É um bom produto, mas não se compara ao que tenho há mais de cinco anos, muito mais resistente. Tanto que continua funcionando apesar do meu gato ter mastigado o cabo. Comprei esse novo por garantia, caso o antigo deixe de funcionar, mas a qualidade deste é bem superior.",Neutro
"A previsão era pro dia 16, hoje já é 19 e ainda não chegou, ai não tenho nem como avaliar o produto se nem vi ainda ..",Negativo
Ótima parceria da lojas Americanas entregou bem antes do previsto.  Produto excelente. Recomendo.,Positivo
veio qubrada e vcs nao respondem meus emails vou no procon,Negativo
"O produto é bom, para o meu cabelo não deu o resultado que queria, deixou meu cabelo seco. Mas acredito que o resultado veria de cabelo pra cabelo.",Negativo
"Retirei meu celular na loja dia 22/02/2018, funcionou perfeitamente, apesar de uma duração baixa da bateria, ele é um celular bom, porém dia 03/03/2018 (isso mesmo, 09 dias) ele descarregou totalmente, quando o conectei ao carregador não ligou de jeito nenhum! Pesquisei bastante sobre e ainda tentei me convence de haveria alguma forma de fazer com que ele voltasse a normalidade, encontrei tutoriais dizendo que se eu o carregasse com um carregador mais potente (mais amperes) ele poderia voltar, de nada adiantou, então liguei na loja online da americanas e uma moça super simpática me atendeu e encaminhou meu problema a assistência técnica, ainda estou esperando contado tendo em vista que não tenho mais celular, não é tão fácil me contatar para que eu leve meu celular até lá!",Negativo
"Recomendo, meu filho de 11 anos adorou o jogo e a entrega foi super rápida, antes do previsto!!!",Positivo
"É bom, mas é tbm bastante barulhento!  Custo beneficio está razoável",Neutro
"Produto veio com defeito onde realizamos testes com diversos técnicos (para cada teste um técnico diferente que sabia menos que o anterior), após esse episódio o produto foi para garantia (levamos pessoalmente o produto), não concluíram a avaliação e manutenção dentro do prazo estipulado por lei, além do destrato com os clientes, a autorizada não dá resposta para os questionamentos sobre retirada e prazo para troca do produto.  Estamos até hoje 17/04 sem a devolução do produto pela assistência técnica que tratamos a devolução de uma forma (íamos retirar na assistência e tentam enviar pelo correios), fizeram de outra.  Insatisfação total!!!",Negativo
"Não é um PC Gamer, mas até agora, aguentou bem tudo o que fiz... tenho que usar mais para chegar numa conclusão final",Positivo
Entrega rápida. Produto de acordo com o pedido. Recomendo.,Positivo
"Comprei o modelo dourado para minha esposa, e ela gostou muito. Tenho um Galaxy S7 e gostei do desempenho do Moto G5 além dele ser um celular com bom acabamento para o segmento.",Positivo
"O produto é realmente muito bom, mas aqui na empresa o nosso programa de gestão está rodando muito lento, mais lento do que nas outras maquinas que são mais antigas e com tecnologia superadas. Talvez ele seja indicado mais para uso domestico.  Pretendia comprar um i5, mas estou avaliando esse problema.",Neutro
Pena que demora pra chegar  mesmo vc pagando o frete,Positivo
IMPOSSIVEL DE TRABALHAR COM ESSE PRODUTO. VOCÊ TEM QUE ENCOSTAR O OBJETO NA LENTE PARA PODER ENCHERGAR .  PRODUTO HORRIVEL,Negativo
Bom produto com excelente design e entrega antes do prazo,Neutro
"Enquanto o álbum capa dura é muito bom ,o de capa mole é decepcionante",Neutro
"Tive muita dificuldade pra dar a primeira partida. Na segunda utilização, motor travou!",Negativo
Ate o presente momento não tive do que reclamar imagem muito boa som muito bom alto mesmo no volume 3 ou 4 pra dentro do quarto ja e suficiente e otimo acabamento controle super discreto...... muito boa tv,Positivo
eu gostei de ter adquirido esta maquina de rosar grama produto muito bom.,Neutro
"As lojas americanas não dispõem de um canal de atendimento em que se possa falar diretamente com um (a) atendente. Eu nem recebi ainda o produto. Na verdade solicitei o cancelamento. O status permanece ""cancelamento solicitado"" desde 19/12/2017, sem alteração, o que é um absurdo. E aí? O que concluir daqui? Que o cliente não recebe um tratamento adequado.",Negativo
"Comprei o produto,  ao chegar em casa o mesmo nao ligava. Depois de muitas tentativas,  acabou ligando, porém sem funcionar nada . Uma porcaria. Nao comprem.",Negativo
TRISTE PORÉM MUITO BOM RECOMENDO PARA TODA FAMÍLIA !!!!!!!,Positivo
"Pra isso domiciliar é ótimo, porém aos atualizar o Windows o microfone fica dando erro e nao da pra configurar.",Neutro
"Entrega rápida. Produto dentro do esperado. Como foi entregue por parceiro das Lojas Americanas, o recomendo.",Positivo
"TV APRESENTOU MANCHAS NA TELA COM DEZ DIAS DE USO, AMERICANAS DEMOROU UMA VIDA PARA ENTREGAR MESMO PAGANDO O FRETE MAIS CARO. MESMO ASSIM NEGOU A TROCA DO PRODUTO, A PHILCO NEGOU A TROCA DO PRODUTO TAMBÉM E APENAS DEPOIS DE MESES SEM SUCESSO DE CONTATO E RETORNO RESPONSÁVEL,  ABRI RECLAMAÇÃO E PROCESSO ADM JUNTO AO PROCON E AINDA SIM A PHILCO NEM SE DEU AO TRABALHO DE APARECER NA AUDIÊNCIA.   NÃO JOGUE DINHEIRO FORA, COMPRE QUALQUER OUTRA MARCA. TENHO TODO ESSE RELATO DOCUMENTADO, (BEM DOCUMENTADO). E SE MESMO ASSIM TIVER DUVIDAS DE MINHAS PALAVRAS E EXPERIENCIA ATERRADORA COM O DESCASO DA PHILCO/BRITANIA ""SÃO A MESMA"", CONSULTE AQUI OUTROS RELATOS TAL COMO TAMBÉM NO YOUTUBE E GOOGLE.  NÃO COMPREM ESSA TV!!!! NÃO COMPREM ESSA TV!!!! NÃO COMPREM ESSA TV!!!! NÃO COMPREM ESSA TV!!!!  OU FICARÁ COMO EU QUE DEPOIS DE MESES A PHILCO RETIROU A TV PARA ASSISTÊNCIA E NUNCA MAIS ENTRARAM EM CONTATO E ISSO JÁ TEM DIAS! E COMO SE JA NÃO BASTASSE, ESTOU PAGANDO POR UMA TV CARA E NEM MESMO POSSO USAR. AGORA IMAGINE QUANDO ACABAR A GARANTIA!?!",Negativo
"no entanto, foi verificado que ele não tem leitor de CD. Como preciso muito deste serviçoé um problema  sobre o produto.",Neutro
"Empresa associada à Americanas anuncia o produto que não tem. Envia um similar da mesma marca. A compra foi rejeitada. O produto é bom, a esperteza que não.",Positivo
"cabo do conector devia ser maior, pois ao conectar no carro vc não consegue estender até um pneu ao lado do carro, como por exemplo, o de uma moto ao lado.",Neutro
Deixou o ambiente bonito. aconchegante. Fazem um bonito conjunto.,Positivo
"Celular muito bom, não deixou a desejar. Entrega super rápida. Recomendo!",Positivo
O produto chegou antes do previsto obrigada e funciona muito bem,Positivo
"Primeiramente o produto chegou com o fone quebrado (solto), tanto que até colocaram um de outra marca para ""compensar"" o quebrado. Segundo, as fotos com flash da câmera traseira saem amareladas, bizarramente amareladas. Como faço para fazer a correção do flash? Assistência técnica?",Neutro
gostei ficou muito bonito na minha sala de jantar chegou na data prevista .,Neutro
O produto chegou antes do prazo estabelecido e a bike atendeu minhas expectativas até o momento.,Positivo
"Foi preciso comprar outra mangueira e encaixe por conta da má qualidade do material hidráulico original, que ocasionou vazamentos na instalação.",Neutro
Depois de alguns minutos ele desarma minha chave de energia e desliga sozinho.,Negativo
"Ainda não recebi o produto uma vergonha esse atraso ,",Negativo
Só que eu comprei o produto e não recebi. Me ferrei.paguei e não recebi.,Neutro
A entrega poderia ser virtual para agilizar a disponibilidade ao cliente.,Neutro
"Entregue o produto dentro do prazo e o material é conforme descrição, porém o solado é fino e o tamanho nº 37 não condiz ficou bem maior se usar sem calçado e o cano largo demais.",Neutro
Excelente produto e de alta qualidade e atende perfeitamente as minhas necessidades.,Positivo
"o produto reaaliza   a sua função,porém muito barulhento.",Neutro
"ja tem loja AMERICANAS,aqui em joinvilhe,SC,posso comprar no site e retirar aqui em joinvilhe?sem custo do frete,quanto é o frete?",Neutro
Ja fez um mes e ainda nao chegou minha sapateira. Estou espantada nunca demorou uma entrega,Negativo
"Na foto o produto possui um porta controle, e não foi esse que eu recebi. O mesmo veio sem o porta controle. Foto enganosa.",Negativo
"Chegou apenas o Console + controle, o controle adicional e o headset não chegaram.",Negativo
Produto veio com a data de validade pr[oxima do vencimento,Positivo
"Infelizmente não recebi o produto. Estou pagando por algo que não entregaram, vocês não perdem por esperar!",Negativo
"o produto ainda nao foi entregue, esta ha mais de 3 dias atrasado, parece que ninguem esta providenciando a entrega, os debitos do pagamento no meu cartao de credito, estes chegam no dia e hora marcada, nao falha nunca, agora competencia do vendedor para entregar o produto, esta muito falha, ficando sem credibilidade",Negativo
"Super prático, reforçado, cabe muita roupa..super recomendo.",Positivo
"Compra cancelada, presente de aniversário não chegou. Foram 15 dias de atraso após a data prometida, não compro mais de fornecedores parceiros.",Negativo
"Não gostei do celular pois a tela e muito grande deveria ser mais fino pois ,na hora de teclar dói muito os dedos ele deveria ser uma tela mais fina de 4.7 seria ideal de um lado gostei das cores nítidas ,tem uma boa câmera as imagens são muito boas só não gostei mesmo do tamanho muito grande,e o som dele achei muito baixo deveria ter um alto falante melhor",Negativo
"A marca Aquário é renomada e dispensa apresentações. No caso deste aparelho, o fabricante consegue manter seu bom padrão.",Neutro
"Linda. Vale o preço. O cabo usb custa de 7,00 a 10,00. Comprem.",Neutro
"Produto Atende Muito Bem Para o Qual  ė Proposto , Bom Acabamento e Robusto",Neutro
"Efetuei a compra dia 27/11/2017, acompanhei o produto que já estava em atraso  até o dia 26/12/2017 e cancelei, e ate hoje ( 08/01/2018) não devolveram o valor, não recomendo esta empresa!",Negativo
"muito bom, Pipoqueira faz uma pipoca saudável e rápida e prática de fazer!!",Positivo
"O designer dele é bonito,mais o tamanho dele é  Grande. Fica bruto no pulso.",Negativo
"JÁ TINHA OUVIDO FALAR DO JOGO, MAS É SEM PALAVRAS NA PRÁTICA, SENSACIONAL...GRÁFICOS IMPRESSIONANTES E UMA HISTÓRIA MUITO BONITA. VOCÊ FICA PRESO NO JOGO!! SHOW!",Positivo
A cada três dias preciso esvaziar e encher a fonte para a bomba funcionar com fluxo.,Neutro
Basta comparar com os vendidos no site oficial Big Hair. Lá já informam tudo sobre o produto e depoimentos de casos semelhantes ao meu.,Negativo
Comprei o box já estou pagando a 4° parcela e ainda não recebi primeira vez que me aconteceu isso comprando pelo site da Americanas.,Negativo
"bom jogo, ainda nao comecei a jogar pois estou zerando o primeiro ainda..",Neutro
"Comprei este celular e chegou antes do prazo como sempre nas compras pela Americanas, celular muito bom tendo em vista custo beneficio. Comprei pra minha filha de 12 anos e atende muito bem suas necessidades que são redes sociais, fotos, jogos e musicas. estou satisfeito e recomendo!",Positivo
"Este é o tipo de produto apresenta as más características após algumas utilizações mas, inivialmente, apresenta um bom desempenho. Fácil de usar/ teclas facilitadoras.",Positivo
"GALERA, O JOGO ESTA VINDO PORTUGUÊS MESMO?  ANTES ESTAVA ÁUDIO JAPONÊS E LEGENDA EM BR. AGORA ESTA TUDO PORTUGUÊS. E AI ?",Neutro
"Comprei esse PS3 e chegou dia 26/01/2018 porém veio sem nota fiscal e não consigo imprimir no site. Nunca tinha visto isso, um produto chegar sem nota fiscal. Espero q a Loja Americana resolva pois eu quero a Nota Fiscal. É um direito meu.",Neutro
"Não sei o que aconteceu, mas efetuei a compra do TP-Link TL-WR840N e me enviaram o TL-WR849N...",Neutro
"O produto é bom, porém é ruim para sintonizar os canais, e a tela vc tem que ficar apertando com insistência para mudar as funções.",Neutro
"Boneca realmente muito bonitinha e bem feita. Produto vem igualzinho as fotos! As crianças adoraram os acessórios que acompanham, é bem completinha para a brincadeira. Uma ótima opção para quem visa economizar e satisfazer totalmente as crianças! Obrigado",Positivo
O produto satisfez minhas expectativas!!  Gostei muito!!,Positivo
"Comprei em 2015... Cerca de 2 anos depois ele parou de esquentar o suficiente, deixando o produto mormo e com cheiro ruim ao usar. Estou em dúvida quanto à indicação, pois, não sei exatamente quanto tempo deveria ""durar"" esse produto. Se for em torno de 2 anos, indico, se for mais que isso, não vale a pena!",Neutro
